,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth,Money,Other
2023-07-01,0.0,0.0,0.0,0.0,0.29475308641975256,0.0,0.0,0.11574074074074198,0.29475308641975295,0.2947530864197525,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.2695715266253715,0.1261024014432693,0.0,0.0651830186806163,0.2695715266253714,0.2695715266253715,0.0,0.0
2023-09-01,0.0035665969658648746,0.0,0.0,0.0,0.26307809766741524,0.15761093711410165,0.0,0.049588172917787526,0.26307809766741536,0.2630780976674154,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.21087314662274023,0.21087314662273543,0.0,0.15650741350905628,0.21087314662273815,0.21087314662272993,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.21087314662273615,0.21087314662273624,0.0,0.15650741350905506,0.21087314662273624,0.21087314662273624,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.2108731466227295,0.21087314662273465,0.0,0.15650741350906702,0.2108731466227341,0.21087314662273468,0.0,0.0
2024-01-01,0.33028792912513844,0.0,0.0,0.0,0.0,0.0,0.009136212624584717,0.0,0.33028792912513855,0.33028792912513844,0.0,0.0
2024-02-01,0.2500000000000003,0.0,0.0,0.0,0.0,0.24999999999999994,0.0,0.0,0.25000000000000006,0.24999999999999975,0.0,0.0
2024-03-01,0.2630543848267564,0.0,0.0,0.0,0.0,0.13165745956505998,0.0,0.0,0.30264407780409164,0.3026440778040918,0.0,0.0
2024-04-01,0.2357605178146398,0.0,0.0,0.0,0.0,0.17677589278917044,0.0,0.0,0.2937317946980951,0.29373179469809485,0.0,0.0
2024-05-01,0.24919474263390498,0.0,0.0,0.0,0.0,0.15456829665936375,0.0,0.0,0.2981184803533656,0.29811848035336563,0.0,0.0
2024-06-01,0.3302879291251389,0.0,0.0,0.0,0.0,0.0,0.009136212624583657,0.0,0.33028792912513855,0.33028792912513905,0.0,0.0
2024-07-01,0.24962345867523278,0.0,0.0,0.0,0.0,0.15385960279512884,0.0,0.0,0.29825846926481897,0.29825846926481936,0.0,0.0
2024-08-01,0.3302879291251389,0.0,0.0,0.0,0.0,0.0,0.009136212624583657,0.0,0.33028792912513855,0.33028792912513905,0.0,0.0
2024-09-01,0.3302879291251389,0.0,0.0,0.0,0.0,0.0,0.009136212624583657,0.0,0.33028792912513855,0.33028792912513905,0.0,0.0
2024-10-01,0.3302879291251389,0.0,0.0,0.0,0.0,0.0,0.009136212624583657,0.0,0.33028792912513855,0.33028792912513905,0.0,0.0
2024-11-01,0.24999999999999964,0.0,0.0,0.0,0.0,0.24999999999999956,0.0,0.0,0.2499999999999988,0.2500000000000019,0.0,0.0
2024-12-01,0.34999999999999964,0.0,0.0,0.0,0.0,0.0,0.004226961157653462,0.0,0.29577303884234657,0.3500000000000003,0.0,0.0
2025-01-01,0.350000000000001,0.0,0.0,0.0,0.0,0.0,0.004226961157653368,0.0,0.2957730388423464,0.34999999999999926,0.0,0.0
2025-02-01,0.330287929125139,0.0,0.0,0.0,0.0,0.0,0.009136212624583464,0.0,0.3302879291251386,0.3302879291251389,0.0,0.0
2025-03-01,0.21690278456277565,0.0,0.0,0.0,0.21690278456277656,0.0,0.0,0.13238886174889694,0.2169027845627756,0.21690278456277529,0.0,0.0
2025-04-01,0.18561410384298488,0.0,0.0,0.1856141038429826,0.0,0.06878120299837703,0.0,0.0031482777867084632,0.18561410384298224,0.1856141038429826,0.18561410384298221,0.0
2025-05-01,0.15929925742605933,0.05755827791434353,0.0,0.0,0.15929925742605971,0.0,0.0,0.15929925742605924,0.15929925742606027,0.15929925742605935,0.14594543495535853,0.0
2025-06-01,0.15929925742605916,0.05755827791434345,0.0,0.0,0.15929925742605944,0.0,0.0,0.1592992574260593,0.15929925742605944,0.15929925742605908,0.14594543495536,0.0
2025-07-01,0.15929925742606185,0.05755827791434286,0.0,0.0,0.1592992574260535,0.0,0.0,0.15929925742605908,0.15929925742605866,0.15929925742605866,0.1459454349553655,0.0
2025-08-01,0.15929925742606185,0.05755827791434286,0.0,0.0,0.1592992574260535,0.0,0.0,0.15929925742605908,0.15929925742605866,0.15929925742605866,0.1459454349553655,0.0
2025-09-01,0.15929925742606185,0.05755827791434286,0.0,0.0,0.1592992574260535,0.0,0.0,0.15929925742605908,0.15929925742605866,0.15929925742605866,0.1459454349553655,0.0
